0	
110000	梅琳娜
110200	“解指”恩雅
110400	双指
110500	
110600	魔女菈妮
110601	
110602	
110603	
110604	
110605	
110606	
110607	
110608	
110609	
110610	魔女蕾娜
111000	“起源魔法师”卢瑟特
111100	“起源魔法师”亚兹勒
111200	金面具
120000	“满月女王”蕾娜菈
120200	“野兽祭司”古兰格
121300	铁匠修古
121600	“半狼”布莱泽
121601	
121602	
121603	
121604	
121605	
121606	
121607	
121608	
121609	
121610	灾厄影子
121700	仆人毕迪
121800	“银色泪滴”阿史米
121801	
121802	
121803	
121804	
121805	
121806	
121807	
121808	
121809	
121810	“永恒之王”阿史米
121900	艾尔帕斯
122000	“战士壶”亚历山大
122300	亚人柏克
122301	
122302	
122303	
122304	
122305	
122306	
122307	
122308	
122309	
122310	裁缝师柏克
122400	铁匠伊吉
122401	军师伊吉
122600	小壶
122800	白金之子勒缇娜
123000	塔妮丝的骑士
123300	“庞大妹妹”菲莉亚
130000	“火山官邸之主”塔妮丝
130100	“白面具”梵雷
130200	门卫葛托克
130400	“烧灼指痕”维克
130401	“圆桌骑士”维克
130700	魔法教授赛尔维斯
130900	帕奇
130901	帕奇
131000	摩恩的伊蕾娜
131001	
131002	
131003	
131004	
131005	
131006	
131007	
131008	
131009	
131010	“探寻灯火”海妲
131011	女巫海妲
131100	城主艾德格
131101	“复仇者”艾德格
131200	城主杰廉
131201	“魔女猎人”杰廉
131300	“招募者”菈雅
131301	
131302	
131303	
131304	
131305	
131306	
131307	
131308	
131309	
131310	“招募者”泽菈雅丝
131400	骑士狄亚罗斯
131401	维壶师狄亚罗斯
131600	魔法师瑟濂
131601	魔法师瑟濂
131800	“血指猎人”尤拉
131801	夏玻利利
131802	夏玻利利
131900	“狩猎死亡”Ｄ
131901	“狩猎死亡”Ｄ
131902	
131903	
131904	
131905	
131906	
131907	
131908	
131909	
131910	“觐见死亡”Ｄ
131911	“觐见死亡”Ｄ
132000	颓丧的女性
132001	罗德莉卡
132002	调灵师罗德莉卡
132100	“领主的嫡长子”肯尼斯·海德
132200	“死眠少女”菲雅
132300	食粪者
132301	食粪者
132302	食粪者
132400	“百智爵士”基甸·奥夫尼尔
132500	魔法师罗杰尔
132501	魔法师罗杰尔
132600	骑士贝纳尔
132601	“叛律者”贝纳尔
132602	“叛律者”贝纳尔
132700	“纯紫血指”艾琉诺拉
132900	“无畏”莱恩尼尔
133000	“结缘牧师”米利耶
133100	流氓
133101	流氓
133200	
133300	魔法师托普斯
133400	战士涅斐丽·露
133401	战士涅斐丽·露
133402	战士涅斐丽·露
133500	“酒味”里可
133600	维克的指头女巫
133800	指头女巫
133900	“王骸”恩夏
134000	“血指”鸦山的杀手
134300	“血指”涅利乌斯
134301	
134302	
134303	
134304	
134305	
134306	
134307	
134308	
134309	
134310	鲜血贵族
134400	“大角”忒拉格斯
134401	“大角”忒拉格斯
134500	“古老骑士”伊修托邦
134501	“古老骑士”伊修托邦
134600	“黄昏将尽”莱利
134700	“血言骑士”尤诺·霍斯劳
134800	米莉森
134900	贤者格威
135000	
135100	圣职人员柯林
135101	记录者柯林
135200	魔法教授米丽安
135300	“吞噬褪色者”安娜塔西亚
135500	老翁
135501	“血指”老翁
135600	“盗火”亚当
135700	
135900	“卡利亚骑士”穆格拉姆
136000	“白狼战鬼”巴格莱姆
136100	菲雅的英雄
136300	指头女巫瑟萝莉娜
136400	“深眠之箭”朵罗雷丝
136500	壶男
136700	“老翁的高徒”稻叶众
136800	银色泪滴
136900	“叛律者”亨利克斯
137000	菲雅的英雄
137100	菲雅的英雄
137200	“日荫城主”玛雷玛雷
137300	大壶骑士
137400	大壶骑士
137500	大壶骑士
137600	死术师哥瑞斯
137700	无名白面具
137900	
138000	“离群魔法师”维赫勒
138200	“监视者之首”亚冈提
138300	火焰监视者
138400	拷问官基萨
138500	“发狂之舌”阿尔佩利希
138600	“鲜血祭司”艾斯加
138700	大姊玛莉
138800	二姊茉莉
138900	三姊艾蜜
139000	么妹波莉安娜
139001	养女波莉安娜
139100	“兽爪”玛格纳斯
160000	孪生老妪
160100	龙飨教堂
160200	锻造台
160300	漫步灵庙的尸体
160400	赎罪水池
160500	龙飨大教堂
160600	
160700	濒毁玛莉卡
160800	雾镜化妆台
160900	贝纳尔的剑
170000	
170001	
170002	
170003	
170004	
170005	
170006	
170007	
170008	
170009	
170010	
170011	
170012	
170013	
170014	
170015	
170016	
170017	
170018	
170019	
170020	
170021	
170022	
170023	
170024	
170025	
170026	
170027	
170028	
170029	
170030	
170031	
170032	
170033	
170034	
170035	
170036	
170037	
175000	解指老妪
175001	解指老妪
175002	解指老妪
175003	解指老妪
175004	解指老妪
175005	解指老妪
175006	解指老妪
175007	看守禁域的老妪
175008	葛德文的乳母
180000	“流浪商人”咖列
180101	流浪民族的商人
180102	流浪民族的商人
180103	流浪民族的商人
180104	流浪民族的商人
180105	流浪民族的商人
180106	隐居商人
180107	隐居商人
180108	流浪民族的商人
180109	遁世商人
180110	流浪民族的商人
180111	流浪民族的商人
180112	流浪民族的商人
180113	流浪民族的商人
180114	流浪民族的商人
180115	隐居商人
180116	遁世商人
180117	见弃商人
180118	遁世商人
180119	受囚商人
10104137	未曾谋面的人物
10204435	未曾谋面的人物
10304533	未曾谋面的人物
10403943	未曾谋面的人物
10503542	未曾谋面的人物
10711400	未曾谋面的人物
10803550	未曾谋面的人物
10903752	未曾谋面的人物
11003654	未曾谋面的人物
11103954	未曾谋面的人物
11204737	未曾谋面的人物
11305039	未曾谋面的人物
11405136	未曾谋面的人物
11505243	未曾谋面的人物
11605254	未曾谋面的人物
11705057	未曾谋面的人物
900000520	“盗火”亚当
900000521	“龙枪”维克
900000600	
900000601	老翁
902030000	“满月女王”蕾娜菈
902030001	“满月女王”蕾娜菈
902100300	黑刀刺客
902100301	黑刀刺客
902100302	黑刀刺客
902100303	
902100304	
902100305	
902100306	
902100307	
902100308	
902100309	
902100310	黑刀刺客
902100521	“黑刀之首”亚勒托
902100600	黑刀刺客
902110000	野兽祭司
902110001	“黑剑”玛利喀斯
902120000	“米凯拉的锋刃”玛莲妮亚
902120001	“腐败女神”玛莲妮亚
902130000	“恶兆妖鬼”玛尔基特
902130001	
902130002	“恶兆王”蒙葛特
902130003	“恶兆王”蒙葛特
902140000	恶兆孪生子
902140001	恶兆孪生子
902190000	“黄金律法”拉达冈
902200000	艾尔登之兽
902500300	“熔炉骑士”奥陶琵斯
902500301	熔炉骑士
902500500	熔炉骑士
902500520	熔炉骑士
902500600	“熔炉骑士”志留亚
903050500	老将尼奥
903050600	老将欧尼尔
903100500	“铁棘”艾隆梅尔
903100600	铃珠猎人
903100601	铃珠猎人
903100602	铃珠猎人
903100603	铃珠猎人
903150600	黑夜骑兵
903150601	黑夜骑兵
903150602	黑夜骑兵
903150603	黑夜骑兵
903150604	黑夜骑兵
903150605	黑夜骑兵
903150606	黑夜骑兵
903150607	黑夜骑兵
903150608	黑夜骑兵（剑刃戟）
903150609	黑夜骑兵（连枷）
903181000	拉达冈的红狼
903181300	英雄的红狼
903250600	龙装大树守卫
903251600	大树守卫
903251601	大树守卫
903251602	大树守卫
903252000	“圣树骑士”罗蕾塔
903253500	禁卫骑士罗蕾塔
903300560	诺克斯修士
903300561	诺克斯剑士
903320000	仿身泪滴
903320300	离群仿身泪滴
903350310	结晶人（手杖）
903350311	结晶人（矛）
903350312	腐败结晶人（圆刃刀）
903350313	腐败结晶人（矛）
903350314	腐败结晶人（手杖）
903350315	
903350316	
903350317	
903350318	
903350319	
903350320	结晶人
903350321	结晶人（圆刃刀）
903350322	结晶人（矛）
903400300	守墓斗士
903400301	守墓斗士
903400302	腐败守墓斗士
903400303	
903400304	
903400305	
903400306	
903400307	
903400308	
903400309	
903400310	发狂斗士
903451320	片鳞混种
903460300	混种战士
903460301	
903460302	
903460303	
903460304	
903460305	
903460306	
903460307	
903460308	
903460309	
903460310	混种圣骑士
903460500	狮子混种
903460501	混种战士
903550540	鲜血贵族
903560000	神皮使徒
903560310	神皮使徒
903560600	神皮使徒
903570000	神皮贵族
903570310	神皮贵族
903575000	神皮双人组
903600320	石肤黑王
903600520	石肤黑王
903664300	墓地影子
903664301	墓地影子
903664302	墓地影子
903700300	调香师托莉夏
903704520	战场魔法师犹格
903800310	玛莲妮亚的尊腐骑士
903800311	玛莲妮亚的尊腐骑士（矛）
903800312	玛莲妮亚的尊腐骑士（镰刀）
903810310	腐败眷属
903810311	腐败眷属
903970310	法姆·亚兹拉的兽人
903970311	法姆·亚兹拉的兽人（大刀）
903970312	法姆·亚兹拉的兽人（投掷刀）
904020540	王室幽魂
904120310	亚人首领
904120311	亚人首领
904130310	“亚人女王”玛格
904130540	“亚人女王”姬丽卡
904130600	“亚人女王”玛姬
904140300	唤灵蜗牛
904140301	
904140302	
904140303	
904140304	
904140305	
904140306	
904140307	
904140308	
904140309	
904140310	唤灵蜗牛
904260300	归树看门犬
904260301	归树看门犬
904260302	归树看门犬
904260303	归树看门犬
904260304	归树看门犬（剑）
904260305	归树看门犬（杖）
904290310	猎犬骑士
904290520	“猎犬骑士”达瑞威尔
904311000	葛瑞克的士兵
904340540	发狂南瓜头士兵
904340541	发狂南瓜头士兵（槌）
904340542	发狂南瓜头士兵（连枷）
904470000	掳人少女人偶（摆荡镰刀）
904470001	掳人少女人偶（刺轮）
904480310	“病花”米兰达
904480311	米兰达之花
904500600	“飞龙”亚基尔
904500601	“飞龙”桂雷尔
904501600	“步入腐败”艾格基斯
904502600	“辉石龙”史玛拉格
904502601	“辉石龙”亚杜拉
904502602	“辉石龙”亚杜拉
904503600	“冻结冰雾”玻列琉斯
904510000	“死龙”弗尔桑克斯
904510600	“古龙”兰斯桑克斯
904520000	“龙王”普拉顿桑克斯
904580600	蚯蚓脸
904580601	蚯蚓脸
904600320	挖石山妖
904600321	挖石山妖
904600520	“卡利亚骑士”波尔斯
904620001	“黑暗弃子”艾丝缇
904620320	“黑暗繁星”艾丝缇
