10000	史东薇尔城
10001	
10002	
10003	
10004	
10005	
10006	
10007	
10008	
10009	
10010	候王礼拜堂
11000	王城罗德尔
11050	灰城罗德尔
11100	圆桌厅堂
12010	安瑟尔河主流
12011	腐败湖
12012	安瑟尔河
12013	
12014	
12015	
12016	
12017	
12018	
12019	
12020	“永恒之城”诺克隆恩
12021	
12022	
12023	
12024	
12025	
12026	
12027	
12028	
12029	
12030	深根底层
12050	蒙格温王朝
12070	希芙拉河
13000	逐渐崩毁的法姆·亚兹拉
14000	魔法学院雷亚卢卡利亚
15000	“圣树分枝”艾布雷菲尔
15001	米凯拉的圣树
16000	火山官邸
18000	漂流墓地
18001	边境英雄墓地
19000	石舞台
30000	灵庙原野地下墓地
30001	
30002	
30003	
30004	
30005	
30006	
30007	
30008	
30009	
30010	穿刺地下墓地
30011	
30012	
30013	
30014	
30015	
30016	
30017	
30018	
30019	
30020	风暴根脚的地下墓地
30021	
30022	
30023	
30024	
30025	
30026	
30027	
30028	
30029	
30030	绝路地下墓地
30031	
30032	
30033	
30034	
30035	
30036	
30037	
30038	
30039	
30040	蒙流地下墓地
30041	
30042	
30043	
30044	
30045	
30046	
30047	
30048	
30049	
30050	黑刀地下墓地
30051	
30052	
30053	
30054	
30055	
30056	
30057	
30058	
30059	
30060	断崖下的地下墓地
30061	
30062	
30063	
30064	
30065	
30066	
30067	
30068	
30069	
30070	威达姆地下墓地
30071	
30072	
30073	
30074	
30075	
30076	
30077	
30078	
30079	
30080	尊贵者的英雄墓地
30081	
30082	
30083	
30084	
30085	
30086	
30087	
30088	
30089	
30090	格密尔英雄墓地
30091	
30092	
30093	
30094	
30095	
30096	
30097	
30098	
30099	
30100	亚雷萨英雄墓地
30101	
30102	
30103	
30104	
30105	
30106	
30107	
30108	
30109	
30110	死亡降临的地下墓地
30111	
30112	
30113	
30114	
30115	
30116	
30117	
30118	
30119	
30120	丑恶地下墓地
30121	
30122	
30123	
30124	
30125	
30126	
30127	
30128	
30129	
30130	亚雷萨副墓地
30131	
30132	
30133	
30134	
30135	
30136	
30137	
30138	
30139	
30140	小黄金树地下墓地
30141	
30142	
30143	
30144	
30145	
30146	
30147	
30148	
30149	
30150	盖利德地下墓地
30151	
30152	
30153	
30154	
30155	
30156	
30157	
30158	
30159	
30160	英灵地下墓地
30161	
30162	
30163	
30164	
30165	
30166	
30167	
30168	
30169	
30170	巨人战争的英雄墓地
30171	
30172	
30173	
30174	
30175	
30176	
30177	
30178	
30179	
30180	巨人山顶地下墓地
30181	
30182	
30183	
30184	
30185	
30186	
30187	
30188	
30189	
30190	化圣雪原地下墓地
30191	
30192	
30193	
30194	
30195	
30196	
30197	
30198	
30199	
30200	通往圣树的密道
31000	蒙流洞窟
31001	
31002	
31003	
31004	
31005	
31006	
31007	
31008	
31009	
31010	垂穴洞窟
31011	
31012	
31013	
31014	
31015	
31016	
31017	
31018	
31019	
31020	灵庙原野洞窟
31021	
31022	
31023	
31024	
31025	
31026	
31027	
31028	
31029	
31030	近林洞窟
31031	
31032	
31033	
31034	
31035	
31036	
31037	
31038	
31039	
31040	留水洞窟
31041	
31042	
31043	
31044	
31045	
31046	
31047	
31048	
31049	
31050	湖旁结晶洞窟
31051	
31052	
31053	
31054	
31055	
31056	
31057	
31058	
31059	
31060	学院结晶洞窟
31061	
31062	
31063	
31064	
31065	
31066	
31067	
31068	
31069	
31070	沸滚河洞窟
31090	火山洞窟
31091	
31092	
31093	
31094	
31095	
31096	
31097	
31098	
31099	
31100	龙墓洞窟
31101	
31102	
31103	
31104	
31105	
31106	
31107	
31108	
31109	
31110	瑟利亚隐藏洞窟
31111	
31112	
31113	
31114	
31115	
31116	
31117	
31118	
31119	
31120	安身洞窟
31150	海岸洞窟
31170	大道下的洞窟
31171	
31172	
31173	
31174	
31175	
31176	
31177	
31178	
31179	
31180	调香师的隐藏洞窟
31181	
31182	
